Genes	Proteins	N duplicates	Score	Raw DMSO	Raw 3nM	Raw 10nM	Raw 30nM	Raw 100nM	Raw 300nM	Raw 1000nM	Raw 3000nM	Raw 30000nM	Peptides	Name	Imputation N	Imputation Position	Ratio DMSO	Ratio 3nM	Ratio 10nM	Ratio 30nM	Ratio 100nM	Ratio 300nM	Ratio 1000nM	Ratio 3000nM	Ratio 30000nM	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
AKR1B1	P15121;C9JRZ8	1	6.7978	963994	2788200	4063400	963994	963994	963994	963994	4483100	4665700	6	AKR1B1	5	DMSO;30nM;100nM;300nM;1000nM	1.0	2.8923416535787565	4.215171463722803	1.0	1.0	1.0	1.0	4.650547617516292	4.839967883617533	19.87866464143439	5.732726451115431	10.0	1.7988686927650803	4.7526395767060725	1.4016391150647776	2.6922719246397326	1.067136757255944	0.5791931008154951	5.182598884128521	238.5526665435892	0.5844960819875166	1.4317141987515385	2.6314787149169936	1.6612849719831837	3.202938911328206	0.11852378050689781	0.9261945044489941	1.7680288731424139	0.5286886474091034	
AKR1C1	Q04828	1	45.328	6963600	8252200	7209600	5248300	6258700	7915000	7595200	18921000	15815000	11	AKR1C1	0		1.0	1.1850479636969384	1.0353265552300535	0.7536762594060543	0.8987736228387616	1.1366247343328164	1.0907002125337468	2.7171290711700844	2.271095410419898	22.731401904049235	5.780643967585457	10.0	1.0078001997631854	2.4944216899633824	1.307495730608099	1.4752554020394943	0.16052878218703479	0.9362446063104765	1.660286713549655	74.19615186859622	0.08792541760998343	0.21537196163403324	1.4432797801314088	0.6435981183900554	33.91647879829456	0.000652807608452091	3.1852147925362067	6.964280274100944	1.5839758173877971	up
AKR7A2	O43488;Q8NHP1	1	13.054	963994	1581800	963994	963994	963994	963994	963994	4073500	963994	3	AKR7A2	7	DMSO;10nM;30nM;100nM;300nM;1000nM;30000nM	1.0	1.6408815822505118	1.0	1.0	1.0	1.0	1.0	4.2256487073571	1.0	19.87866464143439	5.8623795548907465	10.0	1.0834164049475297	2.62717485160435	1.2779243810415442	1.60038282723246	0.7868076053150391	0.39137651335708024	30.120013825286453	2186.6991861309057	0.43095323128013635	1.055612973900176	1.5578768763482567	1.0166657151730418	1.5066590094660897	0.36216413466158387	0.44109456034387257	0.9486496372038968	0.23782580277144438	
AKT1	P31749	1	272.4	186380000	164480000	167850000	195490000	133770000	169090000	210560000	107060000	166470000	36	AKT1	0		1.0	0.8824981221161069	0.9005794613155919	1.0488786350466788	0.7177272239510677	0.907232535679794	1.1297349501019422	0.5744178559931323	0.893175233394141	27.47367181518077	5.746445505681298	10.0	0.9307572364597129	0.7340716018870338	-0.3424841363251032	0.8705927352818368	0.1328781433206706	0.2916676552357167	8.590849662360693	367.76033199272706	0.07278050703940754	0.17827473676799024	0.8747110947856735	0.15917047196548262	0.9784972723306048	0.5634937155983887	0.24911092308932284	0.30794384998844004	0.019985156536401132	
AKT2	P31751	1	219.29	195710000	167650000	151000000	195910000	141110000	171950000	199000000	98377000	160210000	36	AKT2	0		1.0	0.856624597618926	0.7715497419651525	1.0010219201880333	0.7210157886669051	0.8785958816616423	1.016810587093148	0.502667211690767	0.8186091666240867	27.54414223290635	5.768303271262659	10.0	0.8777411200953736	0.6607005830230285	-0.4097988779711034	0.8101642180948043	0.1230234235533009	0.37414957129823345	7.5527214256211535	320.3679215675831	0.06738284381367254	0.16505324277973485	0.814782468566128	0.15766377006574614	1.4454788014252398	0.38033670148727833	0.4198317642956751	0.44867373660438337	0.05719835831844433	
AKT3	Q9Y243	1	56.534	16481000	17573000	17000000	19889000	16880000	16353000	16805000	10289000	16958000	23	AKT3	0		1.0	1.0662581154056185	1.0314908075966265	1.2067835689581943	1.0242096960135914	0.9922334809780959	1.0196590012741946	0.6242946423153934	1.0289424185425642	23.974300446251572	5.931456179130254	10.0	1.0588021385594502	0.8255164080962106	-0.35906421811830347	0.9766518846670218	0.11238144455619821	0.4053933099243805	69.49278389446465	10135.012446499562	0.061556718248683154	0.15075891242338316	0.9841250764283347	0.1465301957161454	1.5751419558710902	0.34311916197122583	0.46455502748161076	0.41550135957242856	0.04730655774721388	
ALDH18A1	P54886	1	80.86	963994	963994	963994	963994	963994	963994	963994	7860200	6971500	14	ALDH18A1	7	DMSO;3nM;10nM;30nM;100nM;300nM;1000nM	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.153785189534375	7.231891484801773	19.87866464143439	5.767728835958778	10.0	0.9963502968473589	7.6981548837332365	2.949787738546972	3.082035808770903	0.22313439575071978	0.9936081166713797	0.441416000991557	18.690901364388235	0.12221599515094093	0.2993662062937418	2.939490805959373	2.8273454690283266	358.9994802147956	1.7173783249260192e-06	5.7651340226440215	47.80626593931169	3.553832722434382	up
ALDH1A1	P00352	1	47.043	14340000	13478000	16586000	17226000	13614000	13426000	15220000	18495000	18584000	14	ALDH1A1	0		1.0	0.9398884239888424	1.1566248256624825	1.201255230125523	0.9493723849372385	0.9362622036262204	1.0613668061366806	1.2897489539748954	1.295955369595537	23.773541688251353	5.77742568002	5.2513483526847695	1.0387863096349992	1.295876108246858	0.3190288168965942	1.1194191157077182	0.08828353318238774	0.5967518782965855	0.7037208876833273	15.425218055397165	0.04838737802664921	0.1184464934003427	1.1138155777277117	0.1406840667248319	3.4636408061033572	0.10322884467448272	0.9861989332067747	0.520116422488666	0.08014941795271532	
ALDH3A1	P30838;P48448;P43353	1	12.427	963994	963994	4141900	963994	963994	963994	963994	5254700	5043600	6	ALDH3A1	6	DMSO;3nM;30nM;100nM;300nM;1000nM	1.0	1.0	4.296603505830949	1.0	1.0	1.0	1.0	5.450967537142347	5.231982771677002	19.87866464143439	5.750788904866948	10.0	1.5486417066649887	5.347047480196344	1.7877390863062579	2.7146669665529073	1.0219497664879935	0.7120524527742397	3.3674798577136524	142.01934887293172	0.5597460978907883	1.3710894888912644	2.6348315525742976	1.928538525379346	5.7627216913908255	0.03871242002337579	1.4121496788503316	3.09822476638821	0.9012005203274663	
ALDOA	P04075;P05062	1	323.31	106060000	112810000	182770000	121590000	141550000	147250000	143340000	310630000	277340000	25	ALDOA	0		1.0	1.0636432208184046	1.72326984725627	1.146426551008863	1.334621912125212	1.388365076371865	1.3514991514237225	2.928813878936451	2.6149349424853856	26.660305412690196	5.773220982120493	10.0	1.3221617814669255	2.772654699561972	1.0683692397114435	1.7755649213998717	0.21553339631710267	0.8910895070864373	2.080768488268863	89.8650762301326	0.11805274782489246	0.2891683954266336	1.7445839800403253	0.6654755994592968	19.19952333324322	0.002595258356624549	2.585819401872806	4.307462788381739	1.161511910708494	up
ALG3	Q92685	1	38.668	2007000	963994	1950900	1550100	963994	1752000	1151300	1349600	2022200	3	ALG3	2	3nM;100nM	1.0	0.480315894369706	0.9720478325859492	0.7723467862481316	0.480315894369706	0.8729446935724963	0.5736422521175885	0.672446437468859	1.0075734927752864	20.936609186024704	4.947875597163787	3.0502453561842535	0.7098941542205385	1.0160414804289977	0.4962164787692591	0.742959376246663	0.18537214318292677	0.17660798097925434	266.46450648982164	1301.1141644960628	0.10247987005562909	46.31722661130736	0.7473451956613391	0.20462340403060336	0.4916005986150328	0.8496643675371534	0.07075259441784695	0.257081539361245	0.010463397432328348	
ALYREF	Q86V81	1	85.331	963994	5140700	6653000	7269800	6632500	7805500	7539900	10140000	6841700	12	ALYREF	1	DMSO	1.0	5.332709539685932	6.901495237522226	7.541333244812727	6.880229544997168	8.097042097772393	7.821521710716042	10.518737668491713	7.097243343838239	19.87866464143439	8.874859034536959	0.47434587225509056	0.9948643406711984	8.658309242943547	0.6295525624776142	7.762488136509363	0.9318506682645405	0.8525518416532671	0.7672112671563279	0.5108084862491977	1.2499932380715726	1.155035555228648	7.421997759002969	2.5054701234443635	14.015534262682772	0.00545252035026484	2.26340270484303	2.0555480747629034	0.6190634356512981	
ANKRD54	Q6NXT1	1	16.91	6818000	8645900	4762600	963994	963994	963994	963994	963994	963994	5	ANKRD54	6	30nM;100nM;300nM;1000nM;3000nM;30000nM	1.0	1.2680991493106484	0.6985332942211793	0.1413895570548548	0.1413895570548548	0.1413895570548548	0.1413895570548548	0.1413895570548548	0.1413895570548548	22.700917168802032	7.967647694123972	2.9462740189966703	1.172214811884297	0.13841074963092562	-3.0531569247454238	0.2827818468786649	0.07160107433602486	0.9711416686715627	0.06238802001410223	1.9346219054063423	0.07630228429162086	0.04303606808882453	0.3470363122503779	0.42843539422237886	78.30901074271004	8.133330502546906e-05	4.089731579536073	24.569145360209664	2.8434148872460447	down
ANP32A	P39687;O95626;O43423	1	53.329	23476000	25206000	32684000	24711000	41883000	26619000	21301000	46608000	44068000	13	ANP32A	0		1.0	1.0736922814789571	1.392230362923837	1.0526069177031863	1.7840773555972056	1.1338814108025217	0.9073521894700971	1.9853467370932016	1.8771511330720736	24.4846832774394	5.727160611335689	10.0	1.2245022905465197	1.93277638686747	0.6584792615754189	1.4377427031455423	0.24947791136073913	0.60027344471385	5.427525854737644	258.4294988252007	0.13664496201439277	0.3347097413163449	1.4233112048966539	0.4002504218531327	3.5413780509572135	0.09919515679935924	1.0035095317436118	1.1248820783329871	0.30400402645850566	
ANP32B	Q92688	1	108.4	12812000	12681000	16988000	14823000	25150000	16630000	13499000	26395000	24123000	12	ANP32B	0		1.0	0.9897752107399314	1.3259444270995941	1.1569622229160161	1.9630034342803622	1.2980018732438339	1.053621604745551	2.0601779581642212	1.88284420855448	23.610992367436772	5.741056243006657	10.0	1.2966311140808378	1.9724364022451755	0.6052106863242573	1.5024438128024045	0.28342960855882965	0.5203328265684011	5.527663598658419	242.6699198600843	0.15524111107789135	0.3802607230614379	1.4883732798578255	0.415854794977898	2.593680752606837	0.16873566223459924	0.7727931196936217	0.8757082394885626	0.21019334858128075	
ANP32E	Q9BTT0	1	133.64	5918600	4894200	6440100	963994	5957800	5095900	5067200	8764300	6989200	5	ANP32E	1	30nM	1.0	0.8269185280302774	1.0881120535261717	0.1628753421417227	1.0066231879160612	0.860997533200419	0.8561484134761599	1.4808062717534551	1.180887372013652	22.496824526948767	5.8259466045892525	6.991624496803455	0.8053721229196605	1.3294684448298884	0.7231220935971524	0.9761053909917794	0.26274368658285585	0.3851205758139189	2.93472104969751	115.3426666980925	0.14392249028370888	0.35250721091394854	0.9633806461507268	0.3358602515724433	1.4265049709829076	0.3862070375494417	0.4131798166751079	0.680816317406812	0.13702773900202217	
ANXA1	P04083	1	175.56	18997000	18182000	24963000	18399000	21294000	22691000	15210000	31042000	30982000	19	ANXA1	0		1.0	0.9570984892351424	1.3140495867768596	0.9685213454756014	1.1209138284992368	1.1944517555403484	0.8006527346423119	1.634047481181239	1.6308890877506974	24.17926827082831	5.716113545021542	10.0	1.0661036544802351	1.634336790787237	0.6163575985432254	1.235612542632143	0.14050756507315393	0.7468356425050122	4.488959013881321	228.631909732435	0.07695932185565911	0.18851068017268852	1.2243390656824358	0.2827406094199379	6.8608622850894445	0.02690435024378221	1.5701774919634237	1.4822701947751422	0.43265259041762594	
ANXA11	P50995	1	33.676	963994	963994	963994	963994	963994	963994	963994	8767600	7871000	11	ANXA11	7	DMSO;3nM;10nM;30nM;100nM;300nM;1000nM	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.095077355253249	8.164988578767089	19.87866464143439	5.7670005329925615	10.0	0.99591926389368	8.63639863864034	3.1163291394688755	3.372340978565758	0.22601632916820596	0.9949474053379638	0.38979300806598227	16.470273703920295	0.12379449834435659	0.30323272571231324	3.2099142094883772	3.2210066223403304	454.7183477774431	9.40562394973846e-07	6.026612388955693	55.82637747133265	3.7216081996717563	up
ANXA2;ANXA2P2	P07355;A6NMY6	1	323.31	91694000	94419000	112800000	94606000	95668000	115140000	110090000	168730000	159650000	27	ANXA2;ANXA2P2	0		1.0	1.0297184112373765	1.2301786376425938	1.0317578031277945	1.0433398041311317	1.255698300870286	1.2006238139900103	1.8401422121403799	1.7411171941457457	26.450323998321423	5.812542568670209	5.118497165526535	1.1172052781940431	1.793755168455392	0.6830885576907585	1.335335761336504	0.09049726897549397	0.9069369361050587	0.29857841787089273	7.5009767486713885	0.04960841673029157	0.12141478988583496	1.3197526975173277	0.3019157859741236	22.792818956810617	0.0017193796482564165	2.764628218171362	2.7221095936559325	0.8068079768347189	
ANXA4	P09525	1	202.5	4181000	5397900	5889200	4739100	5879700	7369800	5945700	20382000	17605000	17	ANXA4	0		1.0	1.291054771585745	1.4085625448457306	1.1334848122458743	1.4062903611576179	1.762688352068883	1.4220760583592442	4.874910308538627	4.21071513991868	21.995416612706226	5.772199203922865	10.0	1.3822399846937086	4.544645440203209	1.7171596256272799	2.3699544432164092	0.25608791218331656	0.9641623976352995	1.1212866033507631	48.2270536729144	0.1402654169935543	0.3435779880051767	2.3024649053410116	1.3749104031274335	62.60644729861405	0.00014255835536781703	3.8460073235400976	12.383580014697428	2.138957539482844	up
ANXA5	P08758	1	132.44	963994	963994	3602100	963994	963994	3810700	4391600	7658200	6401000	12	ANXA5	4	DMSO;3nM;30nM;100nM	1.0	1.0	3.736641514366272	1.0	1.0	3.953032902694415	4.555630014294695	7.944240316848445	6.640082822092253	19.87866464143439	6.195592599939536	1.607649715051793	1.7291818424308505	7.2931388723919985	2.0733599481362073	4.056608656246181	1.0527132717515955	0.8216951590544327	0.30827347172720604	1.4454033714117922	0.7000336812012591	1.295090623055579	3.894352478414724	2.5367375334196685	10.815119646056605	0.009893941436602131	2.0046306646041208	5.290652647585391	1.3367551805773281	up
ANXA6	P08133	1	83.45	963994	963994	7505600	963994	963994	963994	963994	12123000	14691000	23	ANXA6	6	DMSO;3nM;30nM;100nM;300nM;1000nM	1.0	1.0	7.785940576393629	1.0	1.0	1.0	1.0	12.575804413720418	15.239721409054413	19.87866464143439	5.696030372042746	5.015412664544081	2.1187549660838205	14.373622663134915	2.762133455906188	5.712959806368433	2.1451289309760284	0.8435563628571767	0.3309406025508353	8.529249279110832	1.1759477576193436	2.8780853972363203	5.48077170445204	5.490944893541888	12.492457626440856	0.007116928970181362	2.1477073685853583	6.8881782084787195	1.5738385810952489	up
ANXA7	P20073	1	67.72	963994	963994	963994	963994	963994	963994	963994	3049200	2939300	8	ANXA7	7	DMSO;3nM;10nM;30nM;100nM;300nM;1000nM	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.1630902267026557	3.0490853677512515	19.87866464143439	5.763879342969777	10.0	0.9989689961375301	3.1082244609195455	1.6375788834141174	1.6533658192560883	0.02895132707381722	0.9989077246007972	0.17677430093722	7.414658283537533	0.01585732775325547	0.03884228123673811	1.6086215266900001	0.8872084908406214	2110.7375861640135	1.8708608604572952e-08	7.727958510620039	28.52969446321555	3.0012336775590684	up
AP1G1	O43747	1	32.295	3144000	3346500	2841900	2782100	2426300	3308900	2452800	3968600	3850600	13	AP1G1	0		1.0	1.064408396946565	0.903912213740458	0.8848918575063613	0.7717239185750636	1.0524491094147583	0.7801526717557252	1.2622773536895675	1.2247455470737914	21.584169786920693	5.729200438344808	10.0	0.9139138808178723	1.244231216923788	0.4451244781203548	1.0135311228528336	0.09960617983501803	0.6410832731734244	4.52122751083749	212.60687702070868	0.05455666430798276	0.13363571349558476	1.0067741974946174	0.1667629729723732	4.056802162221449	0.07723880672949145	1.11216444430228	0.818720586505072	0.18861883121733633	
AP2A1	O95782	1	164.67	28379000	28620000	32258000	28481000	29246000	37145000	32055000	36588000	29903000	33	AP2A1	0		1.0	1.008492194932873	1.1366855773635434	1.0035942069840376	1.0305507593643186	1.3088903766869868	1.1295324007188414	1.2892631875682723	1.0537016808203248	24.75832041779397	6.8296407030361	10.0	1.042822140097472	1.1928853526047098	0.19396227517472475	1.1293621675650507	0.08148164044214505	0.4844349308138013	15.317035392526902	896.6617408577994	0.054659718603744877	0.0631156677070636	1.1228461186088305	0.11461614078239706	2.2019938212247125	0.21736966295839658	0.6628010680193528	0.23320191395755047	0.006956155472231327	
AP2B1	P63010	1	149.25	28555000	27738000	30371000	29375000	29704000	33965000	33102000	32313000	29365000	28	AP2B1	0		1.0	0.9713885484153388	1.0635965680266153	1.0287165119943968	1.0402381369287341	1.1894589388898618	1.159236561022588	1.1316056732621258	1.0283663106286114	24.767240048805796	6.922424927862921	8.538767219235279	1.0225466703083943	1.1211478268803958	0.13280982350591278	1.0816961775210376	0.04677228486773075	0.5623143719150782	15.696674631729655	1726.4815345386319	0.03137881345986596	0.036228509755287595	1.0768429346874453	0.07124060084968638	2.969879689655177	0.134950495096852	0.8698255177955979	0.14563984231674007	0.0002247491071425385	not
AP2M1	Q96CW1	1	40.055	6344200	963994	963994	5704100	5230800	6154100	6282400	6383200	8389300	17	AP2M1	2	3nM;10nM	1.0	0.15194886668137828	0.15194886668137828	0.8991046940512594	0.824501119132436	0.9700356230888055	0.9902588190788437	1.006147347183254	1.3223574288326345	22.59700682183833	7.662793166608184	5.108743015234028	0.2958777029544844	1.0268562153142746	1.7950174275040176	0.8696795689953674	0.2737716395770998	0.46856902849582527	0.8844819136662408	30.581994023550052	0.260284974739289	0.16445256359541952	0.828471535478802	0.3758693848170524	1.9911097449748074	0.25157204511478604	0.5993376196930054	1.353260940662049	0.3872495150622557	
APEX1	P27695	1	42.072	963994	19161000	23024000	963994	963994	24770000	18654000	39062000	28556000	11	APEX1	3	DMSO;30nM;100nM	1.0	19.876679730371766	23.88396608277645	1.0	1.0	25.695180675398394	19.35074284694718	40.52099909335535	29.622591011977253	19.87866464143439	6.178939616178302	1.693325021758	11.505312240580116	34.477227086615365	1.581527267381396	21.018186293314287	9.449096065544717	0.5004120533964524	0.6439358082582871	3.3458888393494166	6.190340924266233	11.44850016168556	20.355555117562975	13.575451214556386	2.394195958722376	0.19142664421051386	0.7179976139559172	1.4959667429282337	0.4373991310811867	
